case_id,submitted_datetime,submitted_date_key,closed_datetime,service_key,team_key,campus_key,cohort_key,lifecycle_stage_key,channel_key,requester_type,case_type,category,priority,current_status,first_response_business_hours,triage_business_hours,assignment_business_hours,resolution_business_hours,first_response_sla_breached,resolution_sla_breached,handoff_count,reopened_flag,repeat_contact_14d,first_contact_resolution_flag,complexity_weight,staff_handle_hours,estimated_cost_aud,case_summary,synthetic_label,ai_theme,ai_summary,ai_recommended_owner,ai_confidence,ai_review_status,source_extract_ts
CASE-011700,2024-11-20 15:07:00,20241120,2024-11-22 15:35:18,1,2.0,1,2,3,1,Student,Complaint,Timetable and class allocation,P3,Resolved,5.81,3.16,13.66,27.29,0,0,1,1,0,0,0.94,1.75,108.5,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011701,2026-07-20 11:05:00,20260720,2026-07-22 14:42:28,1,2.0,1,3,2,5,Student,Enquiry,Timetable and class allocation,P3,Resolved,6.2,2.14,5.17,28.61,0,0,0,0,0,1,1.17,0.61,37.82,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011702,2025-07-07 17:38:00,20250707,2025-07-09 10:04:07,2,5.0,1,6,5,2,Academic Staff,Service Request,Account access and login,P4,Resolved,16.5,9.02,6.25,22.75,0,0,0,0,0,1,0.63,0.4,24.8,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011703,2026-03-02 13:05:00,20260302,2026-03-04 08:54:25,2,5.0,1,2,2,1,Student,Service Request,Account access and login,P3,Resolved,12.08,5.91,2.83,21.97,0,0,0,0,0,1,0.91,0.82,50.84,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011704,2026-07-23 10:33:00,20260723,2026-07-26 04:48:11,1,2.0,1,5,3,1,Student,Complaint,Timetable and class allocation,P3,Resolved,14.99,5.05,9.95,37.55,0,0,1,0,0,0,1.03,1.43,88.66,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011705,2026-05-22 18:54:00,20260522,2026-05-24 04:29:59,1,1.0,2,3,1,2,Student,Service Request,Enrolment changes,P2,Resolved,5.75,4.3,4.48,18.44,0,1,0,0,0,1,1.69,2.11,130.82,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011706,2026-02-18 20:21:00,20260218,2026-02-21 02:24:47,3,10.0,1,5,3,1,Student,Service Request,Accessibility,P3,Resolved,4.69,1.79,4.86,30.24,0,0,1,0,1,0,1.12,1.2,92.4,Service issue reported for accessibility at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011707,2026-02-23 09:38:00,20260223,2026-02-24 15:19:34,1,3.0,1,4,3,1,Student,Enquiry,Fees and payments,P4,Resolved,4.79,1.14,1.27,17.32,0,0,1,1,1,0,0.61,1.56,96.72,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011708,2025-02-12 09:15:00,20250212,2025-02-13 08:47:42,1,2.0,1,4,3,1,Student,Enquiry,Timetable and class allocation,P3,Resolved,5.29,2.11,2.57,14.63,0,0,2,0,1,0,0.95,1.87,115.94,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011709,2025-06-28 14:23:00,20250628,2025-06-30 11:03:58,2,5.0,1,4,3,4,Student,Service Request,Device and software,P2,Merged Duplicate,8.78,4.07,6.06,,1,0,1,0,1,0,1.82,1.47,91.14,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011710,2026-07-10 09:01:00,20260710,2026-07-11 03:49:10,2,5.0,1,1,2,2,Student,Service Request,Device and software,P3,Resolved,5.58,3.55,0.91,7.15,0,0,0,0,0,1,1.15,1.04,64.48,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011711,2025-02-03 11:35:00,20250203,2025-02-07 05:36:49,1,1.0,2,5,2,4,Student,Service Request,Enrolment changes,P3,Resolved,4.27,1.21,13.23,54.08,0,1,1,0,0,0,1.18,1.34,83.08,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011712,2025-05-06 11:32:00,20250506,2025-05-08 02:49:39,1,2.0,1,1,3,1,Student,Enquiry,Timetable and class allocation,P3,Resolved,0.99,0.71,6.91,20.25,0,0,1,0,0,0,1.16,1.75,108.5,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011713,2025-10-20 12:34:00,20251020,2025-10-22 09:36:55,2,6.0,2,5,4,2,Student,Service Request,Learning platform,P3,Resolved,9.46,3.43,2.81,28.62,0,0,0,0,0,1,1.02,0.99,61.38,Unable to complete a university task because of learning platform.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011714,2025-09-03 15:59:00,20250903,2025-09-04 06:04:11,2,5.0,2,1,2,1,Student,Enquiry,Account access and login,P4,Resolved,3.99,2.17,1.13,7.31,0,0,0,0,1,0,0.73,0.42,26.04,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011715,2025-07-01 11:22:00,20250701,2025-07-03 02:41:03,1,4.0,1,3,3,1,Student,Enquiry,Academic progression,P3,Resolved,17.48,6.59,3.34,20.82,1,0,0,0,0,1,1.04,0.52,32.24,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011716,2025-08-15 11:59:00,20250815,2025-08-16 18:53:23,2,5.0,1,2,3,2,Student,Service Request,Device and software,P2,Resolved,3.98,1.93,3.87,15.22,0,0,0,1,0,0,1.67,2.61,161.82,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011717,2026-03-25 18:03:00,20260325,2026-03-26 15:37:47,2,5.0,3,3,2,3,Student,Enquiry,Account access and login,P3,Resolved,3.89,1.46,1.61,12.55,0,0,0,0,0,1,1.19,1.35,83.7,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011718,2024-12-12 17:04:00,20241212,2024-12-15 09:35:16,1,2.0,1,4,2,1,Student,Service Request,Timetable and class allocation,P3,Resolved,2.98,1.46,15.35,39.43,0,0,1,0,1,0,0.95,1.39,86.18,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011719,2025-08-22 18:35:00,20250822,2025-08-24 17:24:59,1,3.0,1,5,3,1,Student,Service Request,Fees and payments,P3,Resolved,7.56,2.53,3.42,28.89,0,0,0,0,1,0,1.16,1.21,75.02,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011720,2025-03-28 16:40:00,20250328,2025-03-30 19:04:19,1,3.0,1,1,3,1,Student,Service Request,Fees and payments,P3,Resolved,6.8,1.98,2.39,29.48,0,0,0,0,0,1,0.94,0.92,57.04,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011721,2025-09-19 11:26:00,20250919,2025-09-20 13:18:27,2,5.0,1,4,2,3,Student,Service Request,Device and software,P4,Resolved,7.89,5.15,2.56,13.55,0,0,0,0,1,0,0.67,0.37,22.94,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011722,2024-09-22 18:21:00,20240922,2024-09-24 07:53:59,2,7.0,2,1,4,3,Student,Service Request,Wi-Fi and network,P3,Resolved,11.84,7.75,6.21,23.74,0,0,1,1,1,0,1.11,1.72,106.64,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011723,2026-04-01 16:52:00,20260401,2026-04-03 20:24:54,1,4.0,1,1,4,4,Student,Service Request,Academic progression,P3,Resolved,5.09,3.01,4.0,27.66,0,0,0,0,0,1,0.98,0.99,61.38,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011724,2026-07-22 14:20:00,20260722,2026-07-24 16:44:45,2,6.0,2,7,5,1,Professional Staff,Service Request,Learning platform,P3,Resolved,1.55,0.66,4.04,29.25,0,0,2,0,0,0,0.89,1.8,111.6,Unable to complete a university task because of learning platform.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011725,2025-11-19 14:13:00,20251119,2025-11-21 01:33:25,3,10.0,2,2,3,5,Student,Complaint,Accessibility,P3,Resolved,17.15,6.09,3.33,20.48,1,0,1,0,0,0,1.0,1.05,83.1,Service issue reported for accessibility at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011726,2025-02-17 10:54:00,20250217,2025-02-18 14:32:30,2,5.0,1,4,3,2,Student,Enquiry,Account access and login,P3,Resolved,9.1,4.09,1.31,11.91,0,0,0,0,1,0,1.06,0.89,55.18,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011727,2025-05-27 09:53:00,20250527,2025-05-28 11:08:44,2,5.0,1,7,5,2,Professional Staff,Idea,Account access and login,P3,Resolved,2.91,1.03,3.44,13.04,0,0,0,0,1,0,1.07,1.34,83.08,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011728,2024-11-13 13:38:00,20241113,2024-11-14 23:26:15,2,6.0,1,5,3,1,Student,Service Request,Learning platform,P3,Resolved,5.84,2.14,3.03,18.3,0,0,0,0,0,1,0.91,0.42,26.04,Unable to complete a university task because of learning platform.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011729,2025-07-06 15:37:00,20250706,2025-07-09 02:06:47,2,7.0,2,7,5,1,Professional Staff,Service Request,Wi-Fi and network,P4,Resolved,2.28,1.08,5.38,35.64,0,0,0,0,1,0,0.79,0.75,46.5,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011730,2026-05-14 17:49:00,20260514,2026-05-15 11:56:47,1,2.0,1,3,2,1,Student,Enquiry,Timetable and class allocation,P3,Resolved,6.64,4.4,2.42,9.06,0,0,0,1,0,0,0.92,1.92,119.04,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011731,2026-02-20 20:06:00,20260220,2026-02-25 23:40:16,2,5.0,1,6,5,4,Academic Staff,Complaint,Account access and login,P3,Resolved,2.42,1.19,15.53,74.87,0,1,0,0,0,1,0.91,0.95,58.9,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011732,2026-06-16 14:07:00,20260616,2026-06-17 22:32:16,2,5.0,3,1,1,2,Student,Enquiry,Multi-factor authentication,P3,Resolved,3.61,1.41,3.49,16.76,0,0,0,0,1,0,0.91,1.12,69.44,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011733,2025-08-25 11:16:00,20250825,2025-08-26 23:22:16,3,9.0,1,5,3,4,Student,Service Request,Cleanliness,P1,Resolved,1.29,0.62,4.48,17.24,0,1,0,0,1,0,2.46,2.96,201.52,Service issue reported for cleanliness at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011734,2026-07-29 09:28:00,20260729,2026-07-30 17:58:44,1,2.0,3,1,3,2,Student,Service Request,Timetable and class allocation,P3,Resolved,6.1,1.68,3.12,17.47,0,0,0,0,0,1,1.2,0.84,52.08,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011735,2026-07-07 13:18:00,20260707,2026-07-10 17:45:57,2,5.0,2,4,2,1,Student,Service Request,Account access and login,P3,Resolved,8.9,3.8,9.4,44.34,0,1,0,0,0,1,0.99,0.79,48.98,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011736,2024-12-30 17:37:00,20241230,2024-12-31 22:41:35,3,9.0,1,2,3,3,Student,Service Request,Study spaces,P2,Resolved,6.2,2.57,2.3,15.73,0,0,0,0,0,1,1.84,1.45,107.9,Service issue reported for study spaces at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011737,2025-02-18 11:50:00,20250218,2025-02-19 09:03:45,2,5.0,1,1,2,1,Student,Enquiry,Account access and login,P3,Cancelled,3.66,1.52,3.23,,0,0,1,0,1,0,1.16,1.44,89.28,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011738,2025-12-10 13:11:00,20251210,2025-12-15 21:47:05,1,4.0,2,4,3,2,Student,Service Request,Academic progression,P3,Resolved,6.75,3.97,16.12,76.59,0,1,1,0,1,0,1.02,1.03,63.86,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011739,2026-03-18 15:00:00,20260318,2026-03-19 23:53:03,1,2.0,2,2,3,2,Student,Service Request,Timetable and class allocation,P3,Resolved,14.46,6.76,3.55,18.01,0,0,0,0,0,1,0.95,1.12,69.44,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011740,2025-03-01 12:04:00,20250301,2025-03-03 16:59:17,3,8.0,1,1,3,3,Student,Complaint,Teaching room equipment,P4,Resolved,4.91,3.44,6.1,29.41,0,0,0,0,0,1,0.69,0.78,66.36,Service issue reported for teaching room equipment at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011741,2025-01-28 20:41:00,20250128,2025-01-30 06:54:44,2,7.0,1,4,3,5,Student,Idea,Wi-Fi and network,P3,Resolved,6.86,4.39,3.86,16.81,0,0,0,0,0,1,1.17,0.81,50.22,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011742,2026-02-05 09:33:00,20260205,2026-02-12 12:54:43,1,1.0,1,4,2,4,Student,Complaint,Enrolment changes,P3,Resolved,4.76,2.08,16.9,108.4,0,1,1,0,1,0,1.03,0.97,60.14,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011743,2025-04-30 11:43:00,20250430,2025-05-04 20:44:06,2,5.0,1,4,3,1,Student,Enquiry,Account access and login,P3,Resolved,1.75,0.92,13.5,66.72,0,1,1,0,1,0,1.02,1.62,100.44,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011744,2026-03-30 14:01:00,20260330,2026-04-01 11:20:35,3,9.0,3,4,2,3,Student,Service Request,Security and lighting,P3,Resolved,8.5,3.18,3.24,25.9,0,0,2,0,0,0,1.13,1.66,120.92,Service issue reported for security and lighting at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011745,2025-02-12 09:51:00,20250212,2025-02-13 18:12:57,1,1.0,1,2,3,1,Student,Service Request,Enrolment changes,P3,Cancelled,3.84,0.99,2.85,,0,0,0,0,1,0,1.0,0.49,30.38,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011746,2024-09-17 13:14:00,20240917,2024-09-19 00:27:45,2,5.0,1,7,5,2,Professional Staff,Complaint,Account access and login,P1,Resolved,9.38,5.36,4.13,19.96,1,1,0,0,1,0,2.1,2.21,137.02,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011747,2025-08-25 17:58:00,20250825,2025-08-27 07:16:00,2,5.0,1,1,2,4,Student,Enquiry,Account access and login,P3,Resolved,4.18,1.77,3.04,18.97,0,0,0,0,1,0,1.01,1.17,72.54,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-011748,2026-06-28 11:23:00,20260628,2026-07-01 09:46:51,2,7.0,1,2,4,2,Student,Enquiry,Wi-Fi and network,P3,Resolved,1.36,0.62,4.6,43.1,0,1,1,0,1,0,0.9,1.46,90.52,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
