interaction_id,case_id,interaction_datetime,channel_key,direction,requester_initiated,interaction_sequence,handle_minutes,synthetic_label
INT-0019571,CASE-010047,2024-10-29 11:34:00,2,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019572,CASE-010048,2025-06-03 11:42:00,2,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019573,CASE-010048,2025-06-04 13:49:18,3,Outbound,0,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019574,CASE-010049,2025-06-16 11:42:00,3,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0019575,CASE-010049,2025-06-16 19:53:31,2,Inbound,1,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019576,CASE-010049,2025-06-17 06:32:32,1,Inbound,1,3,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019577,CASE-010050,2025-02-21 12:13:00,4,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019578,CASE-010050,2025-02-23 04:03:00,2,Inbound,1,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019579,CASE-010050,2025-02-23 16:12:42,1,Inbound,1,3,28,Synthetic demonstration data — not actual University of Sydney results
INT-0019580,CASE-010051,2025-09-02 15:19:00,1,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019581,CASE-010051,2025-09-03 23:32:22,2,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019582,CASE-010051,2025-09-04 03:29:37,1,Inbound,1,3,28,Synthetic demonstration data — not actual University of Sydney results
INT-0019583,CASE-010051,2025-09-04 10:26:12,1,Outbound,0,4,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019584,CASE-010052,2025-02-26 15:20:00,1,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0019585,CASE-010052,2025-02-26 21:27:22,4,Outbound,0,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019586,CASE-010052,2025-02-27 12:38:09,1,Outbound,0,3,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019587,CASE-010053,2025-12-31 10:15:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019588,CASE-010053,2026-01-01 08:12:13,3,Inbound,1,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019589,CASE-010053,2026-01-01 12:37:24,2,Inbound,1,3,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019590,CASE-010054,2026-01-09 11:29:00,2,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0019591,CASE-010055,2025-02-13 19:29:00,2,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0019592,CASE-010055,2025-02-15 22:15:19,1,Outbound,0,2,29,Synthetic demonstration data — not actual University of Sydney results
INT-0019593,CASE-010055,2025-02-16 00:47:56,3,Inbound,1,3,27,Synthetic demonstration data — not actual University of Sydney results
INT-0019594,CASE-010056,2025-03-06 15:56:00,3,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019595,CASE-010056,2025-03-09 10:34:37,1,Inbound,1,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019596,CASE-010057,2025-08-14 10:27:00,4,Inbound,1,1,30,Synthetic demonstration data — not actual University of Sydney results
INT-0019597,CASE-010057,2025-08-14 22:26:49,3,Outbound,0,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0019598,CASE-010057,2025-08-18 01:47:49,3,Inbound,1,3,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019599,CASE-010058,2025-03-20 13:20:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019600,CASE-010058,2025-03-20 20:58:27,2,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019601,CASE-010059,2025-03-12 14:26:00,1,Inbound,1,1,13,Synthetic demonstration data — not actual University of Sydney results
INT-0019602,CASE-010059,2025-03-13 17:46:41,2,Outbound,0,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019603,CASE-010060,2024-11-15 15:49:00,4,Inbound,1,1,7,Synthetic demonstration data — not actual University of Sydney results
INT-0019604,CASE-010060,2024-11-17 15:18:54,3,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019605,CASE-010061,2025-04-11 17:26:00,1,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0019606,CASE-010061,2025-04-12 14:06:54,2,Inbound,1,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019607,CASE-010062,2026-02-13 15:14:00,2,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0019608,CASE-010062,2026-02-16 06:57:27,4,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019609,CASE-010063,2025-08-25 20:45:00,3,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019610,CASE-010064,2025-09-29 13:44:00,1,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019611,CASE-010064,2025-09-29 20:32:17,3,Inbound,1,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019612,CASE-010064,2025-09-30 13:37:38,2,Outbound,0,3,8,Synthetic demonstration data — not actual University of Sydney results
INT-0019613,CASE-010065,2026-05-12 14:27:00,2,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019614,CASE-010066,2025-07-20 13:40:00,5,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019615,CASE-010066,2025-07-21 08:25:06,1,Outbound,0,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019616,CASE-010067,2024-11-16 11:18:00,1,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019617,CASE-010067,2024-11-18 09:59:23,4,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019618,CASE-010068,2025-08-21 18:36:00,1,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019619,CASE-010068,2025-08-22 09:56:15,1,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019620,CASE-010069,2025-01-20 12:30:00,1,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019621,CASE-010070,2024-11-07 19:06:00,4,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019622,CASE-010070,2024-11-10 17:35:16,1,Inbound,1,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019623,CASE-010071,2026-06-02 14:13:00,4,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019624,CASE-010072,2025-04-23 15:45:00,1,Inbound,1,1,29,Synthetic demonstration data — not actual University of Sydney results
INT-0019625,CASE-010073,2024-12-13 11:04:00,3,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019626,CASE-010073,2024-12-15 01:55:57,1,Inbound,1,2,27,Synthetic demonstration data — not actual University of Sydney results
INT-0019627,CASE-010074,2026-08-05 14:04:00,1,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019628,CASE-010074,2026-08-05 23:08:49,2,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019629,CASE-010075,2025-08-31 13:27:00,4,Inbound,1,1,10,Synthetic demonstration data — not actual University of Sydney results
INT-0019630,CASE-010076,2024-10-15 14:18:00,2,Inbound,1,1,36,Synthetic demonstration data — not actual University of Sydney results
INT-0019631,CASE-010077,2025-07-03 08:51:00,2,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019632,CASE-010077,2025-07-05 02:08:54,4,Inbound,1,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019633,CASE-010077,2025-07-05 22:19:11,2,Outbound,0,3,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019634,CASE-010078,2026-02-09 11:27:00,4,Inbound,1,1,30,Synthetic demonstration data — not actual University of Sydney results
INT-0019635,CASE-010078,2026-02-10 03:48:06,3,Outbound,0,2,26,Synthetic demonstration data — not actual University of Sydney results
INT-0019636,CASE-010078,2026-02-13 06:27:48,1,Outbound,0,3,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019637,CASE-010078,2026-02-14 08:49:02,3,Outbound,0,4,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019638,CASE-010079,2025-03-21 19:54:00,4,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019639,CASE-010079,2025-03-23 16:06:57,4,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019640,CASE-010080,2025-11-28 11:09:00,1,Inbound,1,1,6,Synthetic demonstration data — not actual University of Sydney results
INT-0019641,CASE-010080,2025-12-01 18:33:01,1,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019642,CASE-010081,2025-03-10 12:56:00,1,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0019643,CASE-010081,2025-03-11 14:58:12,2,Inbound,1,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019644,CASE-010081,2025-03-12 23:15:04,2,Inbound,1,3,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019645,CASE-010082,2026-07-14 18:41:00,3,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019646,CASE-010082,2026-07-16 08:40:57,3,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019647,CASE-010083,2025-07-24 12:31:00,3,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0019648,CASE-010083,2025-07-26 21:19:05,2,Inbound,1,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019649,CASE-010083,2025-07-27 12:06:06,1,Outbound,0,3,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019650,CASE-010084,2025-08-18 09:24:00,1,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019651,CASE-010085,2026-07-27 17:44:00,1,Inbound,1,1,8,Synthetic demonstration data — not actual University of Sydney results
INT-0019652,CASE-010085,2026-07-28 11:35:58,1,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019653,CASE-010085,2026-07-28 21:28:26,2,Inbound,1,3,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019654,CASE-010086,2025-02-20 13:14:00,1,Inbound,1,1,30,Synthetic demonstration data — not actual University of Sydney results
INT-0019655,CASE-010086,2025-02-21 10:47:41,3,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019656,CASE-010087,2026-02-09 17:38:00,3,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019657,CASE-010088,2026-07-08 10:40:00,2,Inbound,1,1,29,Synthetic demonstration data — not actual University of Sydney results
INT-0019658,CASE-010088,2026-07-09 04:39:33,1,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019659,CASE-010089,2026-04-28 14:39:00,1,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019660,CASE-010089,2026-04-29 13:37:02,3,Outbound,0,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0019661,CASE-010090,2026-03-19 15:12:00,4,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019662,CASE-010090,2026-03-24 14:21:25,1,Outbound,0,2,8,Synthetic demonstration data — not actual University of Sydney results
INT-0019663,CASE-010091,2024-11-24 11:13:00,1,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0019664,CASE-010091,2024-11-25 12:30:44,1,Outbound,0,2,27,Synthetic demonstration data — not actual University of Sydney results
INT-0019665,CASE-010091,2024-11-25 23:18:49,1,Outbound,0,3,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019666,CASE-010091,2024-11-27 14:24:38,2,Outbound,0,4,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019667,CASE-010092,2024-10-01 12:44:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019668,CASE-010092,2024-10-04 11:45:34,1,Inbound,1,2,26,Synthetic demonstration data — not actual University of Sydney results
INT-0019669,CASE-010093,2026-04-17 13:46:00,2,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019670,CASE-010093,2026-04-17 22:25:07,1,Inbound,1,2,9,Synthetic demonstration data — not actual University of Sydney results
INT-0019671,CASE-010094,2024-10-24 10:39:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019672,CASE-010094,2024-10-24 23:14:51,2,Inbound,1,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019673,CASE-010094,2024-10-26 12:23:17,2,Outbound,0,3,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019674,CASE-010095,2025-11-04 09:15:00,2,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0019675,CASE-010096,2026-02-03 15:07:00,1,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019676,CASE-010096,2026-02-04 00:14:51,3,Inbound,1,2,9,Synthetic demonstration data — not actual University of Sydney results
INT-0019677,CASE-010097,2025-10-31 10:51:00,1,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019678,CASE-010098,2026-02-11 09:59:00,1,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019679,CASE-010099,2025-10-23 12:40:00,2,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019680,CASE-010099,2025-10-23 23:33:41,2,Inbound,1,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019681,CASE-010099,2025-10-24 14:58:26,3,Outbound,0,3,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019682,CASE-010099,2025-11-01 05:34:42,4,Inbound,1,4,20,Synthetic demonstration data — not actual University of Sydney results
