feedback_id,feedback_date,related_case_id,related_work_order_id,respondent_type,service_key,campus_key,cohort_key,feedback_type,csat_score,ces_score,feedback_theme,comment_text,response_valid,synthetic_label,feedback_date_key,csat_positive_flag
FDB-003423,2025-01-28 00:00:00,CASE-000105,,Academic Staff,2,1,6,Post-case survey,4,4,Communication,Synthetic feedback concerning communication for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20250128,1
FDB-003424,2025-03-23 00:00:00,CASE-012145,,Student,1,1,1,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250323,0
FDB-003425,2024-11-08 00:00:00,CASE-011537,,Student,1,1,1,Post-case survey,3,5,Communication,Synthetic feedback concerning communication for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20241108,0
FDB-003426,2025-05-31 00:00:00,CASE-012621,,Student,1,1,4,Post-case survey,5,2,Outcome quality,Synthetic feedback concerning outcome quality for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250531,1
FDB-003427,2025-11-17 00:00:00,CASE-002900,,Student,2,1,5,Post-case survey,4,5,Waiting time,Synthetic feedback concerning waiting time for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20251117,1
FDB-003428,2025-02-02 00:00:00,CASE-010245,,Academic Staff,2,1,6,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250202,1
FDB-003429,2025-05-17 00:00:00,CASE-016589,,Student,3,2,3,Post-case survey,3,4,Ease of use,Synthetic feedback concerning ease of use for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20250517,0
FDB-003430,2026-02-11 00:00:00,CASE-000133,,Student,2,2,2,Post-case survey,3,3,Outcome quality,Synthetic feedback concerning outcome quality for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260211,0
FDB-003431,2026-02-28 00:00:00,CASE-003823,,Professional Staff,2,1,7,Post-case survey,3,4,Ownership,Synthetic feedback concerning ownership for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20260228,0
FDB-003432,2026-03-04 00:00:00,CASE-016862,,Student,3,1,3,Post-case survey,4,3,Ease of use,Synthetic feedback concerning ease of use for teaching room equipment.,1,Synthetic demonstration data — not actual University of Sydney results,20260304,1
FDB-003433,2025-12-16 00:00:00,CASE-000946,,Student,1,3,4,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20251216,0
FDB-003434,2026-03-12 00:00:00,CASE-004162,,Student,2,1,4,Post-case survey,4,5,Outcome quality,Synthetic feedback concerning outcome quality for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260312,1
FDB-003435,2025-09-19 00:00:00,CASE-011078,,Student,1,1,1,Post-case survey,5,5,Outcome quality,Synthetic feedback concerning outcome quality for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250919,1
FDB-003436,2025-03-21 00:00:00,CASE-008400,,Professional Staff,3,1,7,Post-case survey,4,3,Communication,Synthetic feedback concerning communication for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20250321,1
FDB-003437,2025-06-16 00:00:00,CASE-003672,,Student,2,3,3,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250616,0
FDB-003438,2026-04-01 00:00:00,CASE-010372,,Student,1,3,5,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20260401,0
FDB-003439,2025-06-25 00:00:00,CASE-014548,,Student,1,3,4,Post-case survey,2,2,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250625,0
FDB-003440,2026-03-08 00:00:00,CASE-000094,,Student,1,1,1,Post-case survey,4,3,Outcome quality,Synthetic feedback concerning outcome quality for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260308,1
FDB-003441,2026-01-05 00:00:00,CASE-009128,,Academic Staff,3,2,6,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20260105,0
FDB-003442,2025-06-29 00:00:00,CASE-002462,,Student,1,1,3,Post-case survey,4,4,Outcome quality,Synthetic feedback concerning outcome quality for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250629,1
FDB-003443,2025-08-09 00:00:00,CASE-014107,,Professional Staff,2,1,7,Post-case survey,4,1,Outcome quality,Synthetic feedback concerning outcome quality for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250809,1
FDB-003444,2026-07-07 00:00:00,CASE-013454,,Student,1,2,1,Post-case survey,2,3,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260707,0
FDB-003445,2025-03-26 00:00:00,CASE-006401,,Student,2,2,1,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20250326,0
FDB-003446,2025-01-30 00:00:00,CASE-008890,,Student,3,1,5,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20250130,0
FDB-003447,2025-02-07 00:00:00,CASE-004236,,Student,1,1,2,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250207,1
FDB-003448,2025-08-21 00:00:00,CASE-013795,,Student,3,2,2,Post-case survey,3,5,Ease of use,Synthetic feedback concerning ease of use for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20250821,0
FDB-003449,2025-11-29 00:00:00,CASE-002446,,Student,1,1,2,Post-case survey,3,4,Ease of use,Synthetic feedback concerning ease of use for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20251129,0
FDB-003450,2025-03-24 00:00:00,CASE-010383,,Student,1,1,4,Post-case survey,3,1,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250324,0
FDB-003451,2025-05-07 00:00:00,CASE-005707,,Student,1,3,4,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250507,0
FDB-003452,2025-01-10 00:00:00,CASE-004906,,Student,1,1,1,Post-case survey,5,4,Ease of use,Synthetic feedback concerning ease of use for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250110,1
FDB-003453,2026-02-28 00:00:00,CASE-015251,,Student,1,1,2,Post-case survey,3,3,Communication,Synthetic feedback concerning communication for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260228,0
FDB-003454,2026-05-27 00:00:00,CASE-007356,,Student,1,1,3,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20260527,1
FDB-003455,2026-03-01 00:00:00,CASE-005173,,Professional Staff,3,1,7,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for teaching room equipment.,1,Synthetic demonstration data — not actual University of Sydney results,20260301,1
FDB-003456,2025-08-03 00:00:00,CASE-001548,,Student,1,1,2,Post-case survey,2,2,Communication,Synthetic feedback concerning communication for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250803,0
FDB-003457,2025-12-12 00:00:00,CASE-017936,,Student,2,1,1,Post-case survey,4,3,Ease of use,Synthetic feedback concerning ease of use for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20251212,1
FDB-003458,2026-08-09 00:00:00,CASE-006313,,Academic Staff,2,1,6,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260809,0
FDB-003459,2025-05-23 00:00:00,CASE-009866,,Student,1,1,1,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250523,1
FDB-003460,2025-10-07 00:00:00,CASE-011953,,Student,2,1,2,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20251007,0
FDB-003461,2026-05-22 00:00:00,CASE-007105,,Professional Staff,2,1,7,Post-case survey,5,4,Communication,Synthetic feedback concerning communication for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260522,1
FDB-003462,2026-07-16 00:00:00,CASE-006434,,Student,2,1,2,Post-case survey,4,3,Ease of use,Synthetic feedback concerning ease of use for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260716,1
FDB-003463,2026-03-09 00:00:00,CASE-005552,,Student,1,1,1,Post-case survey,3,3,Communication,Synthetic feedback concerning communication for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260309,0
FDB-003464,2025-07-16 00:00:00,CASE-003023,,Student,2,2,4,Post-case survey,4,3,Communication,Synthetic feedback concerning communication for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20250716,1
FDB-003465,2024-12-08 00:00:00,CASE-002445,,Student,1,1,3,Post-case survey,4,5,Clarity,Synthetic feedback concerning clarity for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20241208,1
FDB-003466,2025-07-15 00:00:00,CASE-003854,,Student,3,1,4,Post-case survey,3,2,Ease of use,Synthetic feedback concerning ease of use for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20250715,0
FDB-003467,2024-09-08 00:00:00,CASE-006162,,Professional Staff,2,1,7,Post-case survey,4,1,Ease of use,Synthetic feedback concerning ease of use for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20240908,1
FDB-003468,2026-03-31 00:00:00,CASE-011504,,Student,1,1,1,Post-case survey,3,4,Outcome quality,Synthetic feedback concerning outcome quality for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260331,0
FDB-003469,2026-03-07 00:00:00,CASE-002377,,Professional Staff,2,3,7,Post-case survey,4,4,Communication,Synthetic feedback concerning communication for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260307,1
FDB-003470,2026-04-07 00:00:00,CASE-011311,,Student,1,1,1,Post-case survey,3,4,Ease of use,Synthetic feedback concerning ease of use for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260407,0
FDB-003471,2025-02-20 00:00:00,CASE-011284,,Student,3,1,5,Post-case survey,5,4,Waiting time,Synthetic feedback concerning waiting time for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20250220,1
FDB-003472,2026-03-06 00:00:00,CASE-011624,,Student,2,1,1,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260306,1
FDB-003473,2025-04-25 00:00:00,CASE-006591,,Student,1,3,3,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250425,1
FDB-003474,2025-03-05 00:00:00,CASE-003211,,Student,1,1,4,Post-case survey,4,3,Outcome quality,Synthetic feedback concerning outcome quality for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250305,1
FDB-003475,2024-12-03 00:00:00,CASE-016075,,Student,1,1,4,Post-case survey,3,2,Ownership,Synthetic feedback concerning ownership for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20241203,0
